id,name,gender,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,salario_bruto,salario_bruto_par,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par ,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
204516,Alexis Fonteyne (NOVO-SP),M,87 dias,0 dias,5 dias,69 reuniões,0 reuniões,10 reuniões,19/08/1967,"R$ 33.763,00",,0,"
		                		
			                	R$ 176.004,20","R$ 15.079,30","R$ 25.352,66","R$ 23.786,49","R$ 17.575,86","R$ 19.090,52","R$ 15.633,19","R$ 14.939,48","R$ 14.874,72","R$ 14.285,99","R$ 14.835,99","R$ 550,00",,,"61.420,54","57.990,13","52.202,06","51.959,82","52.576,18","60.029,82","67.419,11","64.529,03","60.379,22","60.379,22",0,0
74079,José Priante (MDB-PA),M,74 dias,3 dias,15 dias,2 reuniões,0 reuniões,0 reuniões,02/12/1963,"R$ 33.763,00",,0,"
		                		
			                	R$ 244.951,04","R$ 14.028,01","R$ 21.611,02","R$ 36.293,55","R$ 46.059,11","R$ 26.042,21","R$ 30.264,32","R$ 17.847,28","R$ 45.184,97","R$ 5.617,88","R$ 1.912,68","R$ 90,01",,,"97.088,45","100.844,39","98.958,69","98.302,80","98.302,80","98.302,80","98.302,80","101.247,86","101.450,97","98.059,58",0,0
215045,Pedro Augusto Palareti (PP-RJ),M,58 dias,30 dias,4 dias,0 reuniões,0 reuniões,0 reuniões,08/05/1963,"R$ 33.763,00",,0,"
		                		
			                	R$ 367.916,48","R$ 45.002,25","R$ 41.793,92","R$ 40.476,10","R$ 35.738,01","R$ 40.011,13","R$ 27.595,55","R$ 37.061,80","R$ 25.670,21","R$ 26.876,43","R$ 47.691,08",,,,"111.303,15","110.591,43","108.880,91","110.241,85","108.844,10","110.633,34","111.623,25","108.056,54","110.241,43","109.098,65",0,0
204526,Luiz Philippe de Orleans e Bragança (PL-SP),M,83 dias,0 dias,9 dias,26 reuniões,0 reuniões,7 reuniões,03/04/1969,"R$ 33.763,00",,0,"
		                		
			                	R$ 237.438,20","R$ 19.234,16","R$ 41.336,91","R$ 21.511,75","R$ 44.161,20","R$ 47.173,05","R$ 7.449,77","R$ 24.167,48","R$ 10.538,27","R$ 769,81","R$ 21.095,80",,,,"80.014,24","80.014,24","78.351,82","77.614,00","88.736,90","88.736,90","87.317,09","86.046,97","84.982,14","84.982,14",0,0
160512,Aureo Ribeiro (SOLIDARIEDADE-RJ),M,87 dias,1 dias,4 dias,44 reuniões,0 reuniões,1 reuniões,17/02/1979,"R$ 33.763,00",,0,"
		                		
			                	R$ 246.132,57","R$ 13.290,11","R$ 19.340,29","R$ 37.320,85","R$ 34.360,09","R$ 77.355,81","R$ 25.856,64","R$ 21.729,25","R$ 2.536,72","R$ 3.653,20","R$ 10.644,37","R$ 45,24",,,"109.256,70","110.855,41","110.114,53","105.572,72","110.342,51","109.761,58","109.008,81","108.623,14","109.008,81","110.718,00",0,0
204488,Célio Studart (PSD-CE),M,80 dias,3 dias,9 dias,16 reuniões,3 reuniões,16 reuniões,19/06/1987,"R$ 33.763,00",,0,"
		                		
			                	R$ 334.771,25","R$ 42.405,28","R$ 77.088,77","R$ 34.915,78","R$ 50.390,81","R$ 46.271,91","R$ 22.564,85","R$ 25.601,39","R$ 14.660,40","R$ 4.343,55","R$ 16.378,51","R$ 150,00",,,"111.276,50","111.198,61","111.550,82","111.653,55","111.653,55","107.237,22","111.313,87","108.312,84","107.025,30","107.025,30",0,0
68720,Fábio Henrique (UNIAO-SE),M,90 dias,0 dias,2 dias,75 reuniões,0 reuniões,22 reuniões,19/06/1972,"R$ 33.763,00",,0,"
		                		
			                	R$ 393.613,32","R$ 40.955,79","R$ 38.278,23","R$ 46.688,34","R$ 53.420,14","R$ 51.837,95","R$ 35.534,63","R$ 55.589,55","R$ 49.846,87","R$ 10.956,64","R$ 10.467,67","R$ 37,51",,,"110.763,22","111.436,47","110.870,47","105.066,49","109.456,57","110.377,32","111.465,54","111.465,54","111.465,54","111.592,91",0,0
122466,Ronaldo Martins (REPUBLICANOS-CE),M,11 dias,0 dias,4 dias,0 reuniões,0 reuniões,0 reuniões,21/01/1978,"R$ 33.763,00",,0,"
		                		
			                	R$ 124.053,44",,,,,,,,"R$ 33.317,39","R$ 30.426,34","R$ 21.309,71","R$ 39.000,00",,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
204359,Léo Moraes (PODE-RO),M,81 dias,8 dias,3 dias,61 reuniões,5 reuniões,1 reuniões,11/01/1984,"R$ 33.763,00",,,"
		                		
			                	R$ 221.773,94","R$ 13.458,24","R$ 17.561,59","R$ 41.858,77","R$ 39.472,79","R$ 46.876,47","R$ 27.265,70","R$ 10.199,77","R$ 4.604,15","R$ 1.514,89","R$ 18.486,41","R$ 475,16",,,"109.730,68","109.730,68","104.705,05","78.211,65","98.387,94","102.628,37","103.449,01","93.605,55","69.793,32","88.648,62",0,0
178873,Helder Salomão (PT-ES),M,88 dias,3 dias,1 dias,35 reuniões,9 reuniões,11 reuniões,08/03/1964,"R$ 33.763,00",,0,"
		                		
			                	R$ 288.776,51","R$ 22.858,70","R$ 46.569,54","R$ 43.715,68","R$ 35.739,34","R$ 39.193,71","R$ 25.804,13","R$ 25.901,62","R$ 20.309,17","R$ 15.007,85","R$ 13.093,49","R$ 583,28",,,"108.620,67","108.620,67","108.620,67","108.620,67","108.620,67","111.370,72","111.465,55","111.465,55","111.465,55","111.465,55",0,0
204531,Capitão Derrite (PL-SP),M,90 dias,0 dias,2 dias,21 reuniões,0 reuniões,0 reuniões,10/10/1984,"R$ 33.763,00",,0,"
		                		
			                	R$ 318.929,77","R$ 33.369,05","R$ 48.294,13","R$ 42.375,69","R$ 37.535,61","R$ 31.336,58","R$ 34.084,37","R$ 31.084,94","R$ 27.610,70","R$ 13.353,72","R$ 19.884,98",,,,"111.429,18","111.429,18","111.078,93","111.198,68","111.198,68","111.198,68","104.902,34","104.902,34","104.902,34","104.902,34",0,0
204515,André Janones (AVANTE-MG),M,87 dias,1 dias,4 dias,50 reuniões,1 reuniões,12 reuniões,05/05/1984,"R$ 33.763,00",,0,"
		                		
			                	R$ 303.629,95","R$ 22.256,52","R$ 30.867,91","R$ 30.909,27","R$ 30.603,82","R$ 51.016,32","R$ 28.645,22","R$ 24.293,97","R$ 31.050,13","R$ 25.058,33","R$ 26.341,83","R$ 2.586,63",,,"111.562,47","109.429,47","111.562,47","111.562,47","111.562,47","111.562,47","111.562,47","111.562,47","111.574,59","111.635,21",0,0
204485,Luiz Carlos Motta (PL-SP),M,84 dias,0 dias,8 dias,25 reuniões,0 reuniões,25 reuniões,24/04/1959,"R$ 33.763,00",,0,"
		                		
			                	R$ 205.688,55","R$ 14.042,14","R$ 18.661,32","R$ 27.321,30","R$ 27.399,17","R$ 56.728,50","R$ 17.013,50","R$ 17.082,53","R$ 5.413,05","R$ 9.042,24","R$ 12.724,51","R$ 260,29",,,"111.398,85","111.398,85","111.398,85","111.398,85","111.398,85","111.354,57","110.070,44","110.070,44","110.070,44","106.977,65",0,0
204555,José Ricardo (PT-AM),M,87 dias,4 dias,1 dias,52 reuniões,1 reuniões,2 reuniões,23/06/1964,"R$ 33.763,00",,0,"
		                		
			                	R$ 382.583,27","R$ 47.539,51","R$ 48.226,11","R$ 44.947,97","R$ 40.154,45","R$ 56.607,85","R$ 45.635,99","R$ 32.568,83","R$ 18.088,42","R$ 9.458,98","R$ 36.000,03","R$ 3.355,13",,,"111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66",0,0
74471,André de Paula (PSD-PE),M,76 dias,16 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,22/07/1961,"R$ 33.763,00",,0,"
		                		
			                	R$ 340.822,48","R$ 34.262,23","R$ 35.056,09","R$ 41.491,46","R$ 36.132,62","R$ 46.281,81","R$ 38.561,19","R$ 41.546,24","R$ 23.271,30","R$ 16.356,59","R$ 27.862,95",,,,"109.116,87","111.004,52","111.278,47","111.611,12","110.204,24","109.741,82","111.647,49","111.424,82","111.426,29","110.149,04",0,0
74090,Átila Lins (PSD-AM),M,70 dias,4 dias,18 dias,10 reuniões,6 reuniões,52 reuniões,22/11/1950,"R$ 33.763,00",,0,"
		                		
			                	R$ 375.647,89","R$ 40.815,08","R$ 48.656,08","R$ 88.960,10","R$ 25.226,78","R$ 25.627,51","R$ 55.751,96","R$ 39.958,79","R$ 40.308,69","R$ 8.433,75","R$ 1.909,15",,,,"111.623,25","110.285,75","109.839,91","110.283,10","110.284,46","111.392,74","111.392,74","108.991,46","106.430,09","111.392,74",0,0
178992,Vitor Lippi (PSDB-SP),M,89 dias,0 dias,3 dias,31 reuniões,0 reuniões,12 reuniões,18/05/1959,"R$ 33.763,00",,0,"
		                		
			                	R$ 321.525,33","R$ 24.887,33","R$ 32.569,74","R$ 38.925,48","R$ 49.406,16","R$ 47.864,03","R$ 26.402,16","R$ 27.593,94","R$ 26.251,12","R$ 26.683,06","R$ 20.744,31","R$ 198,00",,,"101.487,37","101.487,37","102.816,16","107.061,86","107.511,90","107.668,44","100.367,15","100.425,85","100.425,85","100.425,85",0,0
160588,Diego Andrade (PSD-MG),M,70 dias,22 dias,0 dias,7 reuniões,11 reuniões,9 reuniões,08/08/1977,"R$ 33.763,00",,0,"
		                		
			                	R$ 217.838,28","R$ 28.386,47","R$ 32.013,45","R$ 32.859,73","R$ 17.554,55","R$ 41.393,91","R$ 15.224,17","R$ 22.079,82","R$ 8.663,35","R$ 11.458,92","R$ 8.203,91",,,,"111.580,82","111.580,82","111.580,82","111.580,82","111.580,82","111.535,53","111.241,15","110.635,35","109.154,50","109.154,50",0,0
204419,Glaustin da Fokus (PSC-GO),M,73 dias,11 dias,8 dias,10 reuniões,4 reuniões,0 reuniões,22/12/1973,"R$ 33.763,00",,0,"
		                		
			                	R$ 242.210,77","R$ 10.991,80","R$ 11.824,00","R$ 26.296,76","R$ 43.887,86","R$ 121.027,92","R$ 6.316,73","R$ 6.012,78","R$ 307,54","R$ 1,58","R$ 15.543,80",,,,"111.277,44","110.313,37","111.653,47","111.653,47","111.653,47","111.548,53","99.804,96","101.249,81","111.501,81","111.501,81",0,0
204504,Cezinha de Madureira (PSD-SP),M,85 dias,0 dias,7 dias,38 reuniões,0 reuniões,39 reuniões,12/12/1973,"R$ 33.763,00",,0,"
		                		
			                	R$ 325.836,31","R$ 37.003,29","R$ 36.167,38","R$ 38.256,80","R$ 50.290,01","R$ 47.505,37","R$ 20.781,53","R$ 34.316,10","R$ 29.210,00","R$ 16.683,05","R$ 14.273,67","R$ 1.349,11",,,"111.383,97","110.930,03","111.423,09","111.423,09","111.169,89","111.423,09","110.326,94","111.485,72","111.538,36","111.538,36",0,0
160511,Alessandro Molon (PSB-RJ),M,91 dias,0 dias,1 dias,12 reuniões,0 reuniões,28 reuniões,28/10/1971,"R$ 33.763,00",,0,"
		                		
			                	R$ 264.688,99","R$ 31.570,48","R$ 30.384,44","R$ 50.567,81","R$ 42.126,95","R$ 31.402,04","R$ 27.611,34","R$ 29.589,18","R$ 10.440,68","R$ 857,51","R$ 10.138,56",,,,"101.372,00","101.372,00","101.372,00","101.372,00","106.377,09","105.013,12","107.668,34","104.046,06","98.184,61","103.661,52",0,0
135054,Cristiano Vale (PP-PA),M,80 dias,12 dias,0 dias,25 reuniões,5 reuniões,3 reuniões,10/04/1970,"R$ 33.763,00",,0,"
		                		
			                	R$ 339.850,13","R$ 20.452,98","R$ 49.639,93","R$ 30.338,48","R$ 43.108,68","R$ 49.829,99","R$ 38.126,87","R$ 26.721,78","R$ 30.470,89","R$ 32.141,42","R$ 18.563,85","R$ 455,26",,,"110.040,22","103.847,89","110.040,22","105.919,51","103.859,15","98.892,22","97.650,62","104.977,00","107.755,43","110.676,12",0,0
204462,Chris Tonietto (PL-RJ),F,88 dias,2 dias,2 dias,59 reuniões,4 reuniões,6 reuniões,14/05/1991,"R$ 33.763,00",,0,"
		                		
			                	R$ 133.178,31","R$ 11.369,60","R$ 10.173,11","R$ 9.970,30","R$ 13.872,46","R$ 12.050,51","R$ 19.466,91","R$ 25.628,43","R$ 11.169,95","R$ 3.255,31","R$ 15.855,62","R$ 366,11",,,"69.040,75","69.101,84","69.101,84","71.632,90","76.266,55","85.504,27","88.597,50","88.597,50","88.597,50","82.910,48",0,0
219599,Sargento Alexandre (PODE-SP),M,30 dias,0 dias,0 dias,29 reuniões,0 reuniões,9 reuniões,08/11/1969,"R$ 33.763,00",,,"
		                		
			                	R$ 92.320,73",,,,,,"R$ 33.155,42","R$ 29.787,06","R$ 14.410,85","R$ 8.043,31","R$ 6.924,09",,,,0,0,0,0,0,"0,00","0,00","0,00","0,00","0,00",0,0
204432,Marina Santos (REPUBLICANOS-PI),F,90 dias,2 dias,0 dias,6 reuniões,1 reuniões,12 reuniões,13/09/1980,"R$ 33.763,00",,0,"
		                		
			                	R$ 357.545,02","R$ 23.811,47","R$ 41.587,12","R$ 38.764,57","R$ 41.760,61","R$ 35.827,39","R$ 43.099,71","R$ 38.934,07","R$ 25.951,64","R$ 26.865,00","R$ 39.929,24","R$ 1.014,20",,,"111.495,88","111.495,88","111.311,17","111.495,87","111.185,14","111.495,87","111.495,88","111.495,88","111.495,88","111.495,88",0,0
204502,Bozzella (UNIAO-SP),M,83 dias,8 dias,1 dias,42 reuniões,5 reuniões,9 reuniões,17/08/1980,"R$ 33.763,00",,0,"
		                		
			                	R$ 331.580,49","R$ 31.567,57","R$ 39.636,09","R$ 43.735,10","R$ 36.718,08","R$ 40.304,87","R$ 30.143,90","R$ 40.029,84","R$ 26.482,22","R$ 25.062,37","R$ 16.682,72","R$ 1.217,73",,,"111.623,09","111.642,57","107.512,59","110.707,93","111.134,28","111.357,59","110.509,90","111.392,57","111.392,57","111.388,46",0,0
204554,Abílio Santana (PSC-BA),M,74 dias,0 dias,0 dias,14 reuniões,0 reuniões,10 reuniões,13/02/1965,"R$ 33.763,00",,0,"
		                		
			                	R$ 247.344,95","R$ 33.227,00","R$ 39.252,23","R$ 40.431,29","R$ 42.361,77","R$ 47.223,74","R$ 35.504,89","R$ 9.344,03",,,,,,,"111.465,40","110.533,22","110.100,41","110.786,04","110.880,16","111.233,47","110.081,76","111.544,21","110.215,80","111.481,28",0,0
141553,Vanderlei Macris (PSDB-SP),M,83 dias,4 dias,5 dias,24 reuniões,5 reuniões,10 reuniões,20/05/1950,"R$ 33.763,00",,0,"
		                		
			                	R$ 387.872,53","R$ 58.359,31","R$ 41.010,69","R$ 35.983,56","R$ 33.429,65","R$ 34.362,74","R$ 43.973,37","R$ 39.405,44","R$ 37.712,64","R$ 27.149,77","R$ 36.103,24","R$ 382,12",,,"109.269,77","108.453,91","111.586,33","111.659,71","111.659,71","111.659,71","107.850,57","109.854,64","109.269,77","108.848,68",0,0
204466,Tereza Nelma (PSD-AL),F,79 dias,13 dias,0 dias,103 reuniões,49 reuniões,36 reuniões,07/10/1957,"R$ 33.763,00",,0,"
		                		
			                	R$ 366.423,07","R$ 42.581,54","R$ 41.297,61","R$ 47.878,77","R$ 54.271,73","R$ 56.885,66","R$ 33.460,03","R$ 30.126,11","R$ 27.479,91","R$ 24.726,16","R$ 3.330,45","R$ 4.385,10",,,"111.471,49","109.973,66","109.423,19","109.733,42","109.422,19","104.705,24","109.483,86","110.785,88","110.860,47","110.833,78",0,0
204461,Paulo Ganime (NOVO-RJ),M,91 dias,1 dias,0 dias,42 reuniões,1 reuniões,18 reuniões,19/04/1983,"R$ 33.763,00",,0,"
		                		
			                	R$ 47.205,35","R$ 5.824,49","R$ 6.334,72","R$ 7.106,41","R$ 11.947,54","R$ 5.938,04","R$ 1.814,90","R$ 903,97","R$ 4,58","R$ 3,16","R$ 7.327,54",,,,"73.760,41","73.760,41","63.558,10","63.218,02","63.218,02","62.690,90","48.131,14","59.845,03","50.259,82","53.153,86",0,0
204416,Sanderson (PL-RS),M,89 dias,1 dias,2 dias,61 reuniões,0 reuniões,17 reuniões,01/12/1969,"R$ 33.763,00",,0,"
		                		
			                	R$ 388.991,27","R$ 37.912,59","R$ 41.503,33","R$ 58.317,25","R$ 35.943,44","R$ 48.706,99","R$ 42.505,85","R$ 39.027,03","R$ 29.437,05","R$ 28.130,75","R$ 26.343,91","R$ 1.163,08",,,"107.480,38","107.480,38","109.483,26","111.119,86","111.119,86","110.913,82","107.219,92","111.653,64","111.653,64","111.653,64",0,0
160665,Augusto Coutinho (REPUBLICANOS-PE),M,87 dias,2 dias,3 dias,39 reuniões,2 reuniões,21 reuniões,22/10/1962,"R$ 33.763,00",,0,"
		                		
			                	R$ 403.903,52","R$ 45.160,36","R$ 50.282,74","R$ 31.848,38","R$ 47.084,27","R$ 51.557,80","R$ 50.070,10","R$ 37.472,37","R$ 25.761,40","R$ 19.113,74","R$ 31.891,03","R$ 13.661,33",,,"109.231,24","110.580,87","111.483,62","106.382,46","107.116,23","110.687,98","104.644,11","107.177,08","106.702,93","104.332,20",0,0
152605,Glauber Braga (PSOL-RJ),M,88 dias,3 dias,1 dias,46 reuniões,3 reuniões,16 reuniões,26/06/1982,"R$ 33.763,00",,,"
		                		
			                	R$ 249.152,28","R$ 17.256,11","R$ 31.524,84","R$ 46.990,34","R$ 41.104,72","R$ 43.161,14","R$ 26.199,00","R$ 21.782,77","R$ 8.772,04","R$ 3.355,87","R$ 9.005,45",,,,"111.635,78","111.635,78","111.635,78","100.164,04","106.112,74","110.185,24","108.335,96","106.862,15","108.335,96","108.335,96",0,0
177282,Subtenente Gonzaga (PSD-MG),M,86 dias,3 dias,3 dias,95 reuniões,2 reuniões,15 reuniões,31/05/1962,"R$ 33.763,00",,0,"
		                		
			                	R$ 325.228,33","R$ 22.268,14","R$ 23.651,34","R$ 39.632,53","R$ 43.427,86","R$ 54.538,56","R$ 30.205,10","R$ 35.399,21","R$ 27.745,12","R$ 24.901,42","R$ 22.874,33","R$ 584,72",,,"111.544,49","111.544,49","111.535,88","111.461,97","110.137,20","109.363,20","110.137,20","110.137,20","110.137,20","111.164,48",0,0
160667,Guilherme Mussi (PP-SP),M,55 dias,15 dias,22 dias,0 reuniões,2 reuniões,1 reuniões,14/10/1982,"R$ 33.763,00",,0,"
		                		
			                	R$ 167.339,76","R$ 13.411,67","R$ 40.786,13","R$ 29.938,94","R$ 21.082,66","R$ 27.120,16","R$ 3.643,94","R$ 8.274,08","R$ 7.555,10","R$ 5.000,20","R$ 10.287,16","R$ 239,72",,,"111.423,08","111.370,21","110.695,37","111.335,52","111.363,58","111.326,61","111.432,25","111.611,10","111.611,10","111.611,10",0,0
160527,Aguinaldo Ribeiro (PP-PB),M,69 dias,5 dias,1 dias,14 reuniões,3 reuniões,10 reuniões,13/02/1969,"R$ 33.763,00",,0,"
		                		
			                	R$ 240.198,29","R$ 15.195,95","R$ 42.563,48","R$ 38.064,38","R$ 47.346,47","R$ 40.346,90","R$ 35.149,41","R$ 21.531,70",,,,,,,"111.119,73","111.119,73","111.119,73","111.119,73","111.119,73","111.119,73","111.119,73","111.119,73","111.119,73","111.119,73",0,0
141401,Carlos Bezerra (MDB-MT),M,29 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,04/11/1941,"R$ 33.763,00",,0,"
		                		
			                	R$ 192.492,79","R$ 17.099,28","R$ 55.229,53",,,,,"R$ 2.047,03","R$ 848,36","R$ 647,00","R$ 59.074,08","R$ 57.547,51",,,"111.611,13","111.611,13","111.611,13","111.611,13","111.611,13","111.611,13","110.884,40","111.611,13","111.611,13","111.611,13",0,0
