id,name,gender,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,salario_bruto,salario_bruto_par,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par ,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
204383,Professor Israel Batista (PSB-DF),M,89 dias,3 dias,0 dias,55 reuniões,0 reuniões,14 reuniões,02/05/1982,"R$ 33.763,00",,0,"
		                		
			                	R$ 268.808,04","R$ 24.294,73","R$ 25.264,69","R$ 33.230,03","R$ 31.069,74","R$ 44.260,36","R$ 16.543,25","R$ 15.516,55","R$ 11.331,89","R$ 12.985,33","R$ 54.311,47",,,,"108.657,06","109.957,54","111.581,39","106.242,06","110.968,15","108.128,74","109.508,43","111.653,58","108.724,61","111.653,60",0,0
218879,Nelho Bezerra (UNIAO-CE),M,55 dias,2 dias,1 dias,29 reuniões,0 reuniões,55 reuniões,20/04/1970,"R$ 33.763,00",,,"
		                		
			                	R$ 162.590,14",,,"R$ 32.845,98","R$ 60.540,95","R$ 29.526,27","R$ 30.385,65","R$ 9.291,29",,,,,,,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
204409,Daniel Trzeciak (PSDB-RS),M,86 dias,6 dias,0 dias,31 reuniões,8 reuniões,6 reuniões,04/11/1986,"R$ 33.763,00",,0,"
		                		
			                	R$ 212.857,43","R$ 9.307,83","R$ 15.955,97","R$ 15.150,23","R$ 39.352,32","R$ 18.241,57","R$ 20.817,46","R$ 28.100,30","R$ 16.051,09","R$ 16.840,25","R$ 32.070,78","R$ 969,63",,,"105.455,53","105.415,99","105.436,13","105.982,05","108.226,36","109.497,39","106.036,48","94.998,83","99.412,79","104.033,76",0,0
204447,Flordelis (PSD-RJ),F,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,05/02/1961,"R$ 33.763,00",,0,"
		                		
			                	-R$ 771,00",,,,,"-R$ 771,00",,,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
160534,Lauriete (PSC-ES),F,89 dias,3 dias,0 dias,48 reuniões,2 reuniões,2 reuniões,23/02/1970,"R$ 33.763,00",,0,"
		                		
			                	R$ 275.072,63","R$ 28.596,39","R$ 36.787,02","R$ 28.706,65","R$ 38.112,66","R$ 49.288,05","R$ 30.104,05","R$ 18.543,11","R$ 15.764,41","R$ 15.009,24","R$ 7.961,74","R$ 6.199,31",,,"104.287,85","105.889,29","107.644,06","107.644,06","107.976,91","100.506,22","110.346,11","111.471,61","111.471,61","111.471,61",0,0
74646,Aécio Neves (PSDB-MG),M,82 dias,10 dias,0 dias,5 reuniões,2 reuniões,9 reuniões,10/03/1960,"R$ 33.763,00",,,"
		                		
			                	R$ 283.666,75","R$ 39.186,59","R$ 28.058,77","R$ 42.810,49","R$ 34.658,66","R$ 30.032,66","R$ 23.189,71","R$ 18.791,37","R$ 19.260,07","R$ 25.008,05","R$ 19.939,61","R$ 2.730,77",,,"94.326,90","95.955,27","100.909,09","106.586,03","109.801,60","110.143,24","110.143,24","109.220,27","111.471,67","111.471,67",0,0
204425,Silvio Costa Filho (REPUBLICANOS-PE),M,80 dias,6 dias,6 dias,31 reuniões,2 reuniões,6 reuniões,05/03/1982,"R$ 33.763,00",,0,"
		                		
			                	R$ 395.483,24","R$ 30.879,38","R$ 35.595,55","R$ 50.370,63","R$ 44.280,75","R$ 48.544,47","R$ 36.480,91","R$ 35.984,13","R$ 48.988,28","R$ 27.163,19","R$ 37.195,95",,,,"111.550,59","111.550,59","111.327,92","111.550,59","110.788,05","111.550,59","111.550,59","111.550,59","111.550,59","111.550,59",0,0
204354,Flávia Arruda (PL-DF),F,60 dias,5 dias,4 dias,0 reuniões,1 reuniões,3 reuniões,21/01/1980,"R$ 33.763,00",,0,"
		                		
			                	R$ 97.678,83",,,,"R$ 6.864,73","R$ 10.563,71","R$ 18.634,34","R$ 15.284,18","R$ 16.185,53","R$ 14.441,81","R$ 15.704,53",,,,"0,00","0,00","1.906,24","70.338,95","79.195,45","81.408,68","85.648,32","88.827,97","88.827,97","88.827,97",0,0
141398,Carlos Zarattini (PT-SP),M,86 dias,2 dias,4 dias,20 reuniões,1 reuniões,19 reuniões,08/06/1959,"R$ 33.763,00",,0,"
		                		
			                	R$ 297.688,94","R$ 27.151,54","R$ 32.367,11","R$ 64.118,33","R$ 25.278,01","R$ 55.777,06","R$ 28.292,59","R$ 25.051,27","R$ 14.054,68","R$ 10.433,06","R$ 13.858,47","R$ 1.306,82",,,"111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42",0,0
141470,José Guimarães (PT-CE),M,87 dias,5 dias,0 dias,30 reuniões,1 reuniões,6 reuniões,13/02/1957,"R$ 33.763,00",,0,"
		                		
			                	R$ 333.700,79","R$ 35.580,92","R$ 49.264,70","R$ 53.330,78","R$ 44.056,16","R$ 39.099,98","R$ 40.522,75","R$ 38.743,31","R$ 5.167,09","R$ 5.484,15","R$ 22.450,95",,,,"111.580,82","111.580,82","106.516,85","111.349,50","111.617,20","111.617,20","110.824,75","111.580,83","111.580,83","111.580,83",0,0
204404,Lucas Redecker (PSDB-RS),M,85 dias,4 dias,3 dias,49 reuniões,4 reuniões,2 reuniões,26/05/1981,"R$ 33.763,00",,0,"
		                		
			                	R$ 297.861,04","R$ 18.366,95","R$ 19.763,29","R$ 37.306,39","R$ 48.214,90","R$ 50.732,70","R$ 27.914,60","R$ 43.469,68","R$ 18.833,03","R$ 14.310,90","R$ 17.733,59","R$ 1.215,01",,,"111.417,00","110.962,07","109.414,50","108.345,27","110.762,68","110.962,07","110.758,96","110.962,07","110.962,07","111.152,85",0,0
204569,Delegado Pablo (UNIAO-AM),M,78 dias,0 dias,14 dias,112 reuniões,0 reuniões,30 reuniões,26/07/1976,"R$ 33.763,00",,0,"
		                		
			                	R$ 369.191,63","R$ 28.267,00","R$ 51.491,99","R$ 65.512,79","R$ 64.732,08","R$ 41.341,87","R$ 31.189,75","R$ 32.398,76","R$ 26.832,20","R$ 17.440,00","R$ 7.823,37","R$ 2.161,82",,,"99.985,47","73.344,51","92.308,59","99.950,28","106.315,17","106.987,85","101.323,39","101.342,41","107.310,62","89.036,79",0,0
122195,Leonardo Gadelha (PSC-PB),M,53 dias,0 dias,4 dias,14 reuniões,0 reuniões,7 reuniões,12/05/1975,"R$ 33.763,00",,,"
		                		
			                	R$ 196.953,79","R$ 37.049,20","R$ 35.196,23","R$ 40.404,37","R$ 35.658,52","R$ 44.250,04","R$ 4.395,43",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
179001,Márcio Biolchi (MDB-RS),M,82 dias,8 dias,2 dias,1 reuniões,0 reuniões,7 reuniões,23/05/1979,"R$ 33.763,00",,,"
		                		
			                	R$ 328.745,98","R$ 29.839,52","R$ 27.502,09","R$ 37.568,05","R$ 60.835,16","R$ 62.647,47","R$ 28.392,17","R$ 39.477,13","R$ 22.006,65","R$ 9.774,70","R$ 9.645,25","R$ 1.057,79",,,"111.398,83","111.398,83","111.313,13","110.867,47","111.082,43","107.055,29","104.805,27","104.805,27","104.805,27","104.805,27",0,0
178930,Roman (PP-PR),M,27 dias,0 dias,0 dias,1 reuniões,0 reuniões,7 reuniões,03/03/1973,"R$ 33.763,00",,0,"
		                		
			                	R$ 153.891,12","R$ 28.171,88","R$ 39.707,18","R$ 51.447,43","R$ 34.564,63",,,,,,,,,,"111.151,00","111.580,69","111.181,91","19.547,70","0,00","0,00","0,00","0,00","0,00","0,00",0,0
74574,Paulo Magalhães (PSD-BA),M,68 dias,8 dias,3 dias,23 reuniões,7 reuniões,17 reuniões,28/11/1952,"R$ 33.763,00",,,"
		                		
			                	R$ 352.305,63","R$ 39.537,17","R$ 41.101,57","R$ 36.503,65","R$ 9.450,00","R$ 39.814,27","R$ 52.394,72","R$ 38.848,42","R$ 39.998,67","R$ 27.045,49","R$ 27.611,67",,,,"102.747,79","100.064,39","104.022,39","0,00","77.207,33","98.384,18","111.018,07","109.421,60","110.815,33","111.053,11",0,0
74060,Daniel Almeida (PCdoB-BA),M,90 dias,2 dias,0 dias,38 reuniões,0 reuniões,37 reuniões,21/01/1955,"R$ 33.763,00",,0,"
		                		
			                	R$ 356.199,86","R$ 58.756,35","R$ 47.548,42","R$ 45.375,86","R$ 51.389,18","R$ 32.596,32","R$ 29.676,29","R$ 18.598,64","R$ 16.188,74","R$ 14.756,90","R$ 40.472,41","R$ 840,75",,,"111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61","111.659,61",0,0
151208,Laercio Oliveira (PP-SE),M,72 dias,14 dias,6 dias,16 reuniões,5 reuniões,7 reuniões,15/04/1959,"R$ 33.763,00",,0,"
		                		
			                	R$ 311.444,97","R$ 20.598,89","R$ 31.888,12","R$ 37.935,34","R$ 49.827,18","R$ 37.808,58","R$ 37.653,44","R$ 39.566,37","R$ 25.894,47","R$ 5.389,55","R$ 18.814,62","R$ 6.068,41",,,"103.604,23","107.290,08","109.521,54","109.909,05","111.647,51","111.647,51","111.647,51","107.801,38","106.867,63","106.867,63",0,0
178866,Luizianne Lins (PT-CE),F,82 dias,7 dias,3 dias,5 reuniões,6 reuniões,10 reuniões,18/11/1968,"R$ 33.763,00",,0,"
		                		
			                	R$ 394.965,38","R$ 43.009,21","R$ 49.188,28","R$ 62.832,39","R$ 40.398,85","R$ 50.556,05","R$ 27.655,84","R$ 25.583,94","R$ 56.182,22","R$ 8.648,41","R$ 30.543,49","R$ 366,70",,,"111.647,55","111.647,55","111.647,55","111.647,55","111.647,55","111.647,55","111.532,28","111.532,28","111.532,28","111.532,28",0,0
204525,Rosana Valle (PL-SP),F,87 dias,3 dias,2 dias,44 reuniões,2 reuniões,2 reuniões,08/05/1969,"R$ 33.763,00",,0,"
		                		
			                	R$ 338.573,46","R$ 21.183,33","R$ 29.131,46","R$ 53.484,17","R$ 52.840,25","R$ 41.134,85","R$ 34.551,95","R$ 41.195,46","R$ 30.834,90","R$ 20.867,06","R$ 13.125,31","R$ 224,72",,,"107.098,26","107.098,26","107.098,26","107.098,26","100.284,96","91.133,79","106.579,32","107.632,04","109.901,08","106.206,39",0,0
141459,João Maia (PL-RN),M,87 dias,5 dias,0 dias,4 reuniões,0 reuniões,0 reuniões,20/09/1953,"R$ 33.763,00",,0,"
		                		
			                	R$ 402.086,72","R$ 18.611,74","R$ 65.496,87","R$ 46.561,30","R$ 43.240,77","R$ 53.492,43","R$ 36.284,00","R$ 24.434,37","R$ 23.549,57","R$ 4.991,55","R$ 84.604,02","R$ 820,10",,,"111.386,62","111.237,57","111.386,62","106.677,12","111.386,62","111.386,62","111.386,62","111.386,62","111.386,62","111.386,62",0,0
204369,Caroline de Toni (PL-SC),F,91 dias,0 dias,1 dias,45 reuniões,1 reuniões,11 reuniões,01/09/1986,"R$ 33.763,00",,0,"
		                		
			                	R$ 108.667,23","R$ 1.577,63","R$ 10.066,51","R$ 14.101,09","R$ 11.285,98","R$ 24.174,38","R$ 15.473,46","R$ 14.468,42","R$ 7.103,83","R$ 3.096,89","R$ 5.223,46","R$ 2.095,58",,,"84.266,39","86.627,52","88.148,33","92.593,08","96.367,63","96.367,63","93.146,11","92.800,95","92.800,95","87.409,42",0,0
73772,Hermes Parcianello (MDB-PR),M,76 dias,5 dias,11 dias,0 reuniões,0 reuniões,24 reuniões,25/04/1958,"R$ 33.763,00",,,"
		                		
			                	R$ 323.233,63","R$ 23.550,01","R$ 91.180,85","R$ 21.686,73","R$ 22.782,96","R$ 98.142,11","R$ 27.564,61","R$ 19.639,11","R$ 9.399,11","R$ 6.442,33","R$ 2.845,81",,,,"111.531,28","111.653,59","111.465,33","111.601,60","110.761,67","111.617,19","108.353,75","111.617,15","110.465,86","106.312,30",0,0
204479,Nicoletti (UNIAO-RR),M,75 dias,1 dias,16 dias,59 reuniões,0 reuniões,31 reuniões,21/07/1981,"R$ 33.763,00",,0,"
		                		
			                	R$ 372.953,96","R$ 38.016,72","R$ 67.484,95","R$ 68.546,23","R$ 46.662,93","R$ 44.145,52","R$ 29.902,09","R$ 21.903,43","R$ 14.408,35","R$ 16.165,84","R$ 24.630,72","R$ 1.087,18",,,"106.715,96","104.753,67","100.268,19","104.648,11","102.051,33","104.582,59","104.199,41","104.950,39","104.708,15","104.708,15",0,0
204557,Sidney Leite (PSD-AM),M,84 dias,0 dias,8 dias,59 reuniões,0 reuniões,7 reuniões,08/04/1967,"R$ 33.763,00",,0,"
		                		
			                	R$ 275.944,45","R$ 8.648,68","R$ 35.886,24","R$ 88.152,88","R$ 30.161,65","R$ 54.238,48","R$ 27.619,45","R$ 17.293,50","R$ 2.933,41","R$ 2,45","R$ 10.801,00","R$ 206,71",,,"111.580,83","110.906,22","107.595,38","111.325,25","111.241,15","111.562,02","111.659,67","111.659,67","111.591,32","107.626,27",0,0
141422,Efraim Filho (UNIAO-PB),M,73 dias,9 dias,10 dias,6 reuniões,5 reuniões,14 reuniões,18/03/1979,"R$ 33.763,00",,0,"
		                		
			                	R$ 265.206,49","R$ 31.920,25","R$ 54.289,28","R$ 52.463,46","R$ 51.650,40","R$ 42.763,10","R$ 7.412,58","R$ 9.627,39","R$ 8.755,96","R$ 1,36","R$ 5.893,42","R$ 429,29",,,"111.148,60","111.617,23","111.617,23","111.617,23","111.617,23","111.617,23","111.617,23","111.617,23","111.575,98","111.544,43",0,0
178884,Hildo Rocha (MDB-MA),M,88 dias,3 dias,1 dias,47 reuniões,1 reuniões,12 reuniões,22/04/1960,"R$ 33.763,00",,,"
		                		
			                	R$ 330.754,16","R$ 37.771,29","R$ 41.668,52","R$ 63.474,79","R$ 41.172,58","R$ 35.711,78","R$ 37.398,45","R$ 27.224,54","R$ 14.043,48","R$ 2.003,75","R$ 29.767,50","R$ 517,48",,,"111.592,93","111.592,93","111.065,20","111.592,93","111.592,93","107.958,49","84.561,70","86.983,92","86.983,92","86.983,92",0,0
204499,Cássio Andrade (PSB-PA),M,70 dias,22 dias,0 dias,36 reuniões,15 reuniões,25 reuniões,12/09/1981,"R$ 33.763,00",,0,"
		                		
			                	R$ 307.608,33","R$ 21.728,53","R$ 32.899,83","R$ 26.323,38","R$ 50.683,51","R$ 58.046,30","R$ 36.031,58","R$ 14.449,73","R$ 9.264,77","R$ 3.863,84","R$ 54.316,86",,,,"111.653,55","111.594,40","111.574,68","111.574,68","111.574,68","111.574,67","110.238,62","111.444,93","111.465,48","111.465,48",0,0
76874,Marcelo Freixo (PSB-RJ),M,87 dias,0 dias,5 dias,4 reuniões,0 reuniões,14 reuniões,12/04/1967,"R$ 33.763,00",,0,"
		                		
			                	R$ 229.992,13","R$ 25.371,50","R$ 37.740,75","R$ 19.009,57","R$ 39.407,40","R$ 37.663,26","R$ 20.187,89","R$ 24.073,45","R$ 6.438,59","R$ 3.826,90","R$ 16.272,82",,,,"109.763,04","108.881,53","107.855,63","110.816,54","106.834,03","107.170,93","111.113,71","105.198,94","100.500,32","100.512,40",0,0
74200,Gastão Vieira (PROS-MA),M,25 dias,0 dias,0 dias,2 reuniões,0 reuniões,8 reuniões,15/06/1946,"R$ 33.763,00",,0,"
		                		
			                	R$ 121.773,41","R$ 27.260,11","R$ 34.401,45","R$ 60.108,35","R$ 3,50",,,,,,,,,,"109.724,71","109.724,71","109.724,71",0,0,0,0,0,0,0,0,0
204453,Natália Bonavides (PT-RN),F,86 dias,6 dias,0 dias,16 reuniões,4 reuniões,15 reuniões,15/06/1988,"R$ 33.763,00",,0,"
		                		
			                	R$ 339.385,80","R$ 31.946,09","R$ 31.413,95","R$ 72.688,49","R$ 54.961,85","R$ 61.905,75","R$ 41.735,22","R$ 31.051,52","R$ 7.935,30","R$ 2.706,85","R$ 2.967,78","R$ 73,00",,,"106.600,62","90.902,30","96.132,21","102.664,33","98.979,97","99.242,75","104.019,87","107.795,14","111.410,75","111.213,52",0,0
204527,Geninho Zuliani (UNIAO-SP),M,51 dias,17 dias,24 dias,9 reuniões,17 reuniões,37 reuniões,13/01/1976,"R$ 33.763,00",,0,"
		                		
			                	R$ 286.007,56","R$ 35.715,90","R$ 40.468,18","R$ 42.837,22","R$ 40.713,17","R$ 63.995,25","R$ 18.553,55","R$ 16.151,75","R$ 15.973,11","R$ 2.755,29","R$ 8.115,64","R$ 728,50",,,"111.641,38","111.641,38","111.641,38","106.897,30","106.370,18","106.370,18","106.370,18","106.370,18","106.370,18","106.370,18",0,0
73460,Gustavo Fruet (PDT-PR),M,91 dias,1 dias,0 dias,26 reuniões,0 reuniões,1 reuniões,18/04/1963,"R$ 33.763,00",,0,"
		                		
			                	R$ 374.089,71","R$ 51.898,88","R$ 69.808,76","R$ 56.026,78","R$ 68.837,63","R$ 47.334,53","R$ 23.097,35","R$ 16.604,91","R$ 8.174,92","R$ 2.810,21","R$ 29.123,81","R$ 371,93",,,"105.805,10","106.054,78","106.054,78","106.054,78","106.054,78","106.019,19","103.701,22","103.701,22","108.481,10","111.352,39",0,0
74212,Aníbal Gomes (UNIAO-CE),M,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,07/06/1953,"R$ 33.763,00",,0,"
		                		
			                	R$ 2.700,08","R$ 2.700,08",,,,,,,,,,,,,"7.198,37","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
204507,Carla Zambelli (PL-SP),F,79 dias,12 dias,1 dias,10 reuniões,5 reuniões,12 reuniões,03/07/1980,"R$ 33.763,00",,,"
		                		
			                	R$ 277.181,24","R$ 35.310,53","R$ 32.694,44","R$ 29.735,19","R$ 21.729,23","R$ 51.011,16","R$ 22.816,95","R$ 21.987,75","R$ 14.571,57","R$ 14.918,40","R$ 31.400,35","R$ 1.005,67",,,"111.549,61","111.299,27","110.215,67","105.302,52","108.206,27","105.657,79","108.726,99","111.400,84","111.665,78","111.665,78",0,0
204506,Marcos Pereira (REPUBLICANOS-SP),M,79 dias,13 dias,0 dias,32 reuniões,6 reuniões,2 reuniões,04/04/1972,"R$ 33.763,00",,0,"
		                		
			                	R$ 171.852,69","R$ 33.000,03","R$ 21.288,53","R$ 42.830,84","R$ 19.781,81","R$ 31.532,05","R$ 17.820,20","R$ 2.744,05","R$ 883,19","R$ 735,01","R$ 978,18","R$ 258,80",,,"111.386,70","111.386,70","111.386,70","111.386,70","111.386,70","111.180,66","109.193,42","111.386,70","111.386,70","111.386,70",0,0
178997,Moses Rodrigues (UNIAO-CE),M,68 dias,4 dias,5 dias,13 reuniões,4 reuniões,21 reuniões,06/06/1978,"R$ 33.763,00",,0,"
		                		
			                	R$ 291.146,03","R$ 37.680,55","R$ 43.174,57","R$ 53.098,94","R$ 55.868,76","R$ 55.063,96","R$ 36.013,15","R$ 7.482,36","R$ 2.763,74",,,,,,"111.550,40","111.550,40","111.435,35","111.550,40","111.550,40","111.550,40","111.550,40","111.550,40","111.550,40","111.322,61",0,0
204413,Alcides Rodrigues (PATRIOTA-GO),M,88 dias,0 dias,4 dias,51 reuniões,0 reuniões,9 reuniões,08/10/1950,"R$ 33.763,00",,,"
		                		
			                	R$ 353.296,43","R$ 8.890,42","R$ 41.162,85","R$ 42.491,68","R$ 43.132,46","R$ 49.169,45","R$ 47.869,00","R$ 38.484,01","R$ 34.961,71","R$ 43.557,10","R$ 2.541,76","R$ 1.035,99",,,"97.480,30","101.596,46","101.596,46","103.343,42","109.370,27","111.049,41","111.532,25","111.532,25","111.532,25","111.532,25",0,0
178951,Rafael Motta (PSB-RN),M,80 dias,5 dias,7 dias,27 reuniões,4 reuniões,21 reuniões,15/08/1986,"R$ 33.763,00",,0,"
		                		
			                	R$ 258.446,05","R$ 22.061,25","R$ 20.987,07","R$ 32.044,73","R$ 47.323,12","R$ 38.481,01","R$ 19.788,15","R$ 28.425,17","R$ 12.569,51","R$ 12.955,13","R$ 20.480,35","R$ 3.330,56",,,"111.611,09","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06",0,0
197438,Tito (AVANTE-BA),M,92 dias,0 dias,0 dias,27 reuniões,0 reuniões,7 reuniões,17/11/1976,"R$ 33.763,00",,0,"
		                		
			                	R$ 281.519,71","R$ 30.501,30","R$ 31.777,19","R$ 30.293,06","R$ 31.159,96","R$ 81.946,39","R$ 12.029,60","R$ 20.240,56","R$ 18.796,03","R$ 10.779,49","R$ 12.938,08","R$ 1.058,05",,,"111.587,05","111.587,05","111.587,05","111.564,01","111.498,03","111.550,67","111.550,67","111.550,67","111.550,67","111.550,68",0,0
205863,Marcelo Brum (REPUBLICANOS-RS),M,23 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,25/11/1972,"R$ 33.763,00",,0,"
		                		
			                	R$ 118.668,82","R$ 39.175,25","R$ 37.296,69","R$ 42.196,88",,,,,,,,,,,"110.100,49","111.544,55","107.946,34","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
196358,Lourival Gomes (PP-RJ),M,86 dias,3 dias,3 dias,14 reuniões,2 reuniões,5 reuniões,22/07/1955,"R$ 33.763,00",,,"
		                		
			                	R$ 314.643,56","R$ 14.519,64","R$ 25.717,22","R$ 37.716,76","R$ 46.990,20","R$ 74.614,42","R$ 33.015,39","R$ 23.533,31","R$ 15.875,95","R$ 17.628,00","R$ 24.074,18","R$ 958,49",,,"111.124,38","110.908,22","111.228,05","111.285,85","111.586,93","111.489,89","110.688,82","111.413,02","111.471,72","104.496,00",0,0
204420,Julian Lemos (UNIAO-PB),M,82 dias,3 dias,7 dias,11 reuniões,2 reuniões,13 reuniões,05/01/1976,"R$ 33.763,00",,0,"
		                		
			                	R$ 289.412,76","R$ 38.644,26","R$ 43.307,15","R$ 46.413,68","R$ 34.292,95","R$ 40.271,63","R$ 18.048,99","R$ 23.755,06","R$ 10.112,59","R$ 13.734,90","R$ 20.831,55",,,,"106.277,34","110.741,87","107.850,38","102.147,71","106.945,98","111.544,27","111.280,11","111.064,87","110.913,41","94.968,94",0,0
178909,Hélio Leite (UNIAO-PA),M,86 dias,3 dias,3 dias,26 reuniões,0 reuniões,39 reuniões,09/12/1957,"R$ 33.763,00",,0,"
		                		
			                	R$ 345.255,89","R$ 38.353,51","R$ 33.114,24","R$ 50.848,23","R$ 40.083,76","R$ 82.360,81","R$ 17.710,54","R$ 18.649,82","R$ 15.787,41","R$ 9.334,72","R$ 38.622,84","R$ 390,01",,,"111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.467,04",0,0
204450,Doutor Luizinho (PP-RJ),M,67 dias,0 dias,25 dias,14 reuniões,0 reuniões,22 reuniões,15/12/1973,"R$ 33.763,00",,0,"
		                		
			                	R$ 266.546,32","R$ 27.501,17","R$ 33.784,37","R$ 41.465,77","R$ 43.233,68","R$ 38.833,58","R$ 24.163,31","R$ 23.117,56","R$ 18.685,19","R$ 10.202,91","R$ 5.508,98","R$ 49,80",,,"97.653,62","97.653,62","108.819,42","110.434,31","110.434,31","110.434,31","110.434,31","110.413,15","111.647,44","106.463,32",0,0
171623,Fabio Reis (PSD-SE),M,80 dias,4 dias,8 dias,35 reuniões,0 reuniões,1 reuniões,15/04/1977,"R$ 33.763,00",,0,"
		                		
			                	R$ 312.655,57","R$ 39.865,80","R$ 33.581,68","R$ 32.144,11","R$ 43.493,01","R$ 38.648,54","R$ 34.772,71","R$ 32.086,43","R$ 21.185,40","R$ 13.796,32","R$ 22.090,53","R$ 991,04",,,"108.307,92","109.336,37","109.408,57","111.574,66","111.574,66","111.574,66","111.574,66","111.574,66","111.574,66","110.708,23",0,0
204433,Marcelo Calero (PSD-RJ),M,65 dias,5 dias,0 dias,52 reuniões,7 reuniões,23 reuniões,07/07/1982,"R$ 33.763,00",,,"
		                		
			                	R$ 194.810,31",,"R$ 1,10",,"R$ 29.402,30","R$ 28.404,63","R$ 33.524,41","R$ 20.206,58","R$ 29.621,93","R$ 26.800,12","R$ 25.672,41","R$ 1.176,83",,,"0,00","23.880,29","3.594,88","49.213,63","59.918,95","67.197,14","73.698,14","80.943,09","86.692,72","89.528,34",0,0
178964,Heitor Schuch (PSB-RS),M,78 dias,12 dias,2 dias,27 reuniões,4 reuniões,4 reuniões,25/03/1962,"R$ 33.763,00",,0,"
		                		
			                	R$ 321.812,45","R$ 17.534,05","R$ 27.229,69","R$ 43.226,49","R$ 47.628,10","R$ 71.235,90","R$ 26.290,08","R$ 28.128,15","R$ 20.506,74","R$ 19.998,13","R$ 18.646,87","R$ 1.388,25",,,"107.595,60","107.595,60","107.595,60","110.706,76","111.653,64","111.528,48","108.951,61","106.686,31","103.422,30","103.422,30",0,0
219585,Marco Brasil (PP-PR),M,29 dias,0 dias,2 dias,6 reuniões,0 reuniões,7 reuniões,28/01/1966,"R$ 33.763,00",,,"
		                		
			                	R$ 112.071,66",,,,,,"R$ 17.659,30","R$ 39.054,08","R$ 25.974,59","R$ 18.383,69","R$ 11.000,00",,,,0,0,0,0,0,"0,00","0,00","0,00","0,00","0,00",0,0
178825,Leo de Brito (PT-AC),M,86 dias,4 dias,2 dias,36 reuniões,5 reuniões,9 reuniões,13/04/1979,"R$ 33.763,00",,0,"
		                		
			                	R$ 424.565,90","R$ 64.865,56","R$ 69.430,57","R$ 43.427,25","R$ 44.023,23","R$ 56.266,09","R$ 40.451,85","R$ 28.627,98","R$ 32.993,68","R$ 24.136,85","R$ 19.519,34","R$ 823,50",,,"104.448,63","109.685,94","109.463,10","109.785,38","109.997,68","108.567,57","109.778,55","109.943,69","110.738,33","111.550,55",0,0
204396,Vermelho (PL-PR),M,85 dias,3 dias,4 dias,16 reuniões,0 reuniões,3 reuniões,01/03/1959,"R$ 33.763,00",,0,"
		                		
			                	R$ 367.848,95","R$ 40.396,46","R$ 36.014,91","R$ 46.849,79","R$ 40.603,35","R$ 52.721,83","R$ 37.782,35","R$ 27.881,30","R$ 18.738,35","R$ 27.472,39","R$ 37.393,54","R$ 1.994,68",,,"110.519,15","108.830,28","109.428,11","104.631,08","109.592,25","110.331,11","110.331,11","110.588,22","111.659,52","111.659,52",0,0
74156,Leonardo Monteiro (PT-MG),M,90 dias,2 dias,0 dias,78 reuniões,2 reuniões,31 reuniões,09/10/1951,"R$ 33.763,00",,0,"
		                		
			                	R$ 370.539,54","R$ 30.287,88","R$ 38.974,45","R$ 44.293,05","R$ 49.461,68","R$ 42.783,49","R$ 32.773,39","R$ 37.659,13","R$ 39.429,92","R$ 28.141,96","R$ 26.644,63","R$ 89,96",,,"111.277,54","111.461,68","111.544,44","111.544,44","111.544,44","111.549,09","111.399,39","111.591,36","111.580,80","111.580,80",0,0
178996,Giovani Feltes (MDB-RS),M,91 dias,0 dias,1 dias,18 reuniões,0 reuniões,4 reuniões,10/04/1957,"R$ 33.763,00",,0,"
		                		
			                	R$ 296.462,55","R$ 32.091,85","R$ 37.369,29","R$ 35.989,03","R$ 63.623,79","R$ 29.111,39","R$ 20.875,74","R$ 31.955,95","R$ 26.391,45","R$ 8.680,69","R$ 8.989,17","R$ 1.384,20",,,"111.083,28","111.101,04","111.544,86","109.378,77","108.521,73","109.627,69","107.747,07","108.089,89","109.075,48","109.075,48",0,0
